ref_site,emi3_prefix,id_station_itinerance,nom_station,adresse_station,reference,type_connector,power_max,status,pricing_syder,pricing_syder_currency,pricing_syder_unit,pricing_duration_syder,tarif_heures_creuses,tarif_heures_pleines,rate,time_threshold,begin_free_hour,end_free_hour,json_path
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1579863-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1579872-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1580638-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1580632-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[5].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1580104-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[6].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1580616-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[7].connectors[0]
FR*QOV*33-00057,QOV,FRQOV3300057,15 AVENUE LEONARD DE VINCI,15 AVENUE LEONARD DE VINCI 33600 PESSAC,1579877-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[8].connectors[0]
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,744694-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,745209-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,745474-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,748083-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*34-00001,QOV,FRQOV3400001,35 AVENUE DES ORCHIDEES,35 AVENUE DES ORCHIDEES 34980 ST CLEMENT DE RIVIERE,746836-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,750714-01,Type 2,22000,Occupied,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,745148-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,745808-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,745798-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*34-00002,QOV,FRQOV3400002,273 RUE ROLAND GARROS,273 RUE ROLAND GARROS 34130 MAUGUIO,745910-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,304711-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,304531-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,304164-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,304603-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,306392-01,Type 2,22000,Unavailable,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*34-00004,QOV,FRQOV3400004,CHEMIN DE SAINT HUBERT,CHEMIN DE SAINT HUBERT 34970 LATTES,1611230-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[5].connectors[0]
FR*QOV*35-00001,QOV,FRQOV3500001,2 RUE DES COURTILLONS,2 RUE DES COURTILLONS 35170 BRUZ,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*35-00001,QOV,FRQOV3500001,2 RUE DES COURTILLONS,2 RUE DES COURTILLONS 35170 BRUZ,184725-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*35-00001,QOV,FRQOV3500001,2 RUE DES COURTILLONS,2 RUE DES COURTILLONS 35170 BRUZ,183281-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*35-00001,QOV,FRQOV3500001,2 RUE DES COURTILLONS,2 RUE DES COURTILLONS 35170 BRUZ,1577520-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*35-00001,QOV,FRQOV3500001,2 RUE DES COURTILLONS,2 RUE DES COURTILLONS 35170 BRUZ,1577801-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*35-00004,QOV,FRQOV3500004,175 RUE DE CHATEAUGIRON,175 RUE DE CHATEAUGIRON 35200 RENNES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*35-00004,QOV,FRQOV3500004,175 RUE DE CHATEAUGIRON,175 RUE DE CHATEAUGIRON 35200 RENNES,1308195-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*35-00004,QOV,FRQOV3500004,175 RUE DE CHATEAUGIRON,175 RUE DE CHATEAUGIRON 35200 RENNES,1313631-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,1301221-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,1301586-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,1301040-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,1300927-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*35-00008,QOV,FRQOV3500008,2 ALLEE DES SAULES,2 ALLEE DES SAULES 35650 LE RHEU,1313979-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*35-00011,QOV,FRQOV3500011,22 BOULEVARD MERMOZ,22 BOULEVARD MERMOZ 35000 RENNES,,,,,,,,,0.17,0.2276,,,,,$.data
FR*QOV*35-00011,QOV,FRQOV3500011,22 BOULEVARD MERMOZ,22 BOULEVARD MERMOZ 35000 RENNES,1316232-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*35-00011,QOV,FRQOV3500011,22 BOULEVARD MERMOZ,22 BOULEVARD MERMOZ 35000 RENNES,1619425-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,746949-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,746691-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,748052-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,748049-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,749310-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*40-00001,QOV,FRQOV4000001,1255 AVENUE DE LA RESISAINTANCE,1255 AVENUE DE LA RESISAINTANCE 40990 ST PAUL LES DAX,795792-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[5].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,748629-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,796845-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,796960-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,797347-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,797970-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*40-00002,QOV,FRQOV4000002,71 ALLEE MAMOURA,71 ALLEE MAMOURA 40090 ST AVIT,791612-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[5].connectors[0]
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,745169-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,745449-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,746740-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,746758-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*41-00001,QOV,FRQOV4100001,25 BIS RUE DE LA VALLEE MAILLARD,25 BIS RUE DE LA VALLEE MAILLARD 41000 BLOIS,746736-01,Type 2,22000,Occupied,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*41-00002,QOV,FRQOV4100002,14 AVENUE GAMBETTA,14 AVENUE GAMBETTA 41000 BLOIS,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*41-00002,QOV,FRQOV4100002,14 AVENUE GAMBETTA,14 AVENUE GAMBETTA 41000 BLOIS,201604-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*41-00002,QOV,FRQOV4100002,14 AVENUE GAMBETTA,14 AVENUE GAMBETTA 41000 BLOIS,200913-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*41-00002,QOV,FRQOV4100002,14 AVENUE GAMBETTA,14 AVENUE GAMBETTA 41000 BLOIS,200863-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,185240-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,206017-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,205452-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,204510-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,204477-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*42-00002,QOV,FRQOV4200002,77 RUE DE LA MONTAT,77 RUE DE LA MONTAT 42100 SAINT ETIENNE,204483-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[5].connectors[0]
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,,,,,,,,,0.0,0.41,,,,,$.data
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,748443-01,Type 2,22000,Occupied,0.492,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,797588-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,800840-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,801257-01,Type 2,22000,Unavailable,0.492,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*42-00003,QOV,FRQOV4200003,ZAC DU BOURDON,ZAC DU BOURDON 42400 ST CHAMOND,1305925-01,Type 2,22000,Available,0.492,€,kWh,,,,,,,,$.data.bornes[4].connectors[0]
FR*QOV*44-00001,QOV,FRQOV4400001,1 RUE DAGUERRE,1 RUE DAGUERRE 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00001,QOV,FRQOV4400001,1 RUE DAGUERRE,1 RUE DAGUERRE 44300 NANTES,183373-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00001,QOV,FRQOV4400001,1 RUE DAGUERRE,1 RUE DAGUERRE 44300 NANTES,1613115-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00001,QOV,FRQOV4400001,1 RUE DAGUERRE,1 RUE DAGUERRE 44300 NANTES,1436029-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00001,QOV,FRQOV4400001,1 RUE DAGUERRE,1 RUE DAGUERRE 44300 NANTES,1615347-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00002,QOV,FRQOV4400002,2 - 4 RUE EDOUARD NIGNON,2 - 4 RUE EDOUARD NIGNON 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00002,QOV,FRQOV4400002,2 - 4 RUE EDOUARD NIGNON,2 - 4 RUE EDOUARD NIGNON 44300 NANTES,183270-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00002,QOV,FRQOV4400002,2 - 4 RUE EDOUARD NIGNON,2 - 4 RUE EDOUARD NIGNON 44300 NANTES,183734-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00002,QOV,FRQOV4400002,2 - 4 RUE EDOUARD NIGNON,2 - 4 RUE EDOUARD NIGNON 44300 NANTES,183227-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00002,QOV,FRQOV4400002,2 - 4 RUE EDOUARD NIGNON,2 - 4 RUE EDOUARD NIGNON 44300 NANTES,1577789-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00003,QOV,FRQOV4400003,5 RUE DAGUERRE,5 RUE DAGUERRE 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00003,QOV,FRQOV4400003,5 RUE DAGUERRE,5 RUE DAGUERRE 44300 NANTES,183561-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00003,QOV,FRQOV4400003,5 RUE DAGUERRE,5 RUE DAGUERRE 44300 NANTES,183674-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00003,QOV,FRQOV4400003,5 RUE DAGUERRE,5 RUE DAGUERRE 44300 NANTES,183631-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00003,QOV,FRQOV4400003,5 RUE DAGUERRE,5 RUE DAGUERRE 44300 NANTES,183714-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00004,QOV,FRQOV4400004,8 BOULEVARD EINSTEIN BATIMENT B,8 BOULEVARD EINSTEIN BATIMENT B 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00004,QOV,FRQOV4400004,8 BOULEVARD EINSTEIN BATIMENT B,8 BOULEVARD EINSTEIN BATIMENT B 44300 NANTES,182846-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00004,QOV,FRQOV4400004,8 BOULEVARD EINSTEIN BATIMENT B,8 BOULEVARD EINSTEIN BATIMENT B 44300 NANTES,182507-01,Type 2,22000,Occupied,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00004,QOV,FRQOV4400004,8 BOULEVARD EINSTEIN BATIMENT B,8 BOULEVARD EINSTEIN BATIMENT B 44300 NANTES,184366-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00004,QOV,FRQOV4400004,8 BOULEVARD EINSTEIN BATIMENT B,8 BOULEVARD EINSTEIN BATIMENT B 44300 NANTES,1614969-01,Type 2,22000,Available,,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00005,QOV,FRQOV4400005,8 RUE EDOUARD NIGNON,8 RUE EDOUARD NIGNON 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00005,QOV,FRQOV4400005,8 RUE EDOUARD NIGNON,8 RUE EDOUARD NIGNON 44300 NANTES,183260-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00005,QOV,FRQOV4400005,8 RUE EDOUARD NIGNON,8 RUE EDOUARD NIGNON 44300 NANTES,182700-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00005,QOV,FRQOV4400005,8 RUE EDOUARD NIGNON,8 RUE EDOUARD NIGNON 44300 NANTES,182960-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00005,QOV,FRQOV4400005,8 RUE EDOUARD NIGNON,8 RUE EDOUARD NIGNON 44300 NANTES,183259-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00006,QOV,FRQOV4400006,8 BOULEVARD EINSTEIN BATIMENT A,8 BOULEVARD EINSTEIN BATIMENT A 44300 NANTES,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*44-00006,QOV,FRQOV4400006,8 BOULEVARD EINSTEIN BATIMENT A,8 BOULEVARD EINSTEIN BATIMENT A 44300 NANTES,183258-01,Type 2,22000,Occupied,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00006,QOV,FRQOV4400006,8 BOULEVARD EINSTEIN BATIMENT A,8 BOULEVARD EINSTEIN BATIMENT A 44300 NANTES,182945-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00006,QOV,FRQOV4400006,8 BOULEVARD EINSTEIN BATIMENT A,8 BOULEVARD EINSTEIN BATIMENT A 44300 NANTES,1611422-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[2].connectors[0]
FR*QOV*44-00006,QOV,FRQOV4400006,8 BOULEVARD EINSTEIN BATIMENT A,8 BOULEVARD EINSTEIN BATIMENT A 44300 NANTES,1435114-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[3].connectors[0]
FR*QOV*44-00017,QOV,FRQOV4400017,3 IMPASSE CHARLES TRENET,3 IMPASSE CHARLES TRENET 44800 SAINT-HERBLAIN,,,,,,,,,0.17,0.2276,,,,,$.data
FR*QOV*44-00017,QOV,FRQOV4400017,3 IMPASSE CHARLES TRENET,3 IMPASSE CHARLES TRENET 44800 SAINT-HERBLAIN,V25EL5EU2024470127b916-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*44-00017,QOV,FRQOV4400017,3 IMPASSE CHARLES TRENET,3 IMPASSE CHARLES TRENET 44800 SAINT-HERBLAIN,V25EL5EU20244701388956-01,Type 2,22000,Unavailable,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
FR*QOV*44-00018,QOV,FRQOV4400018,CHEMIN DU SANDIER,CHEMIN DU SANDIER 44210 PORNIC,,,,,,,,,0.17,0.2276,,,,,$.data
FR*QOV*44-00018,QOV,FRQOV4400018,CHEMIN DU SANDIER,CHEMIN DU SANDIER 44210 PORNIC,1619247-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*45-00001,QOV,FRQOV4500001,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS 45400 SEMOY,,,,,,,,,0.2637,0.3182,,,,,$.data
FR*QOV*45-00001,QOV,FRQOV4500001,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS 45400 SEMOY,183651-01,Type 2,22000,Occupied,0.3504,€,kWh,,,,,,,,$.data.bornes[0].connectors[0]
FR*QOV*45-00001,QOV,FRQOV4500001,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS,200 RUE LEONARD DE VINCI ZAC DES CHATELIERS 45400 SEMOY,1303485-01,Type 2,22000,Available,0.3504,€,kWh,,,,,,,,$.data.bornes[1].connectors[0]
